column_name,other_column,corr,abs_corr
Val_46,Val_40,0.805067895779357,0.805067895779357
Val_46,Val_45,0.7797593936265504,0.7797593936265504
Val_46,Val_42,0.7233032777645426,0.7233032777645426
Val_46,Val_44,0.6529640095494168,0.6529640095494168
Val_47,Val_48,0.8333394278078422,0.8333394278078422
Val_47,Val_43,0.794907889541801,0.794907889541801
Val_47,Val_40,0.7425304143763868,0.7425304143763868
Val_47,Val_42,0.59280338122711,0.59280338122711
Val_47,Val_46,0.56275627732591,0.56275627732591
Val_48,Val_47,0.8333394278078422,0.8333394278078422
Val_48,Val_43,0.5653349378847367,0.5653349378847367
Val_48,Val_40,0.4771901410958546,0.4771901410958546
Val_48,Val_2,-0.4533371693894013,0.4533371693894013
Val_48,Val_19,-0.44819894990109516,0.44819894990109516
Val_5,Val_1,0.9997041984976762,0.9997041984976762
Val_5,Val_19,0.9967678447259888,0.9967678447259888
Val_5,Val_6,0.9920813303397646,0.9920813303397646
Val_5,Val_4,0.9855718059543377,0.9855718059543377
Val_5,Val_20,0.9844178166120339,0.9844178166120339
Val_6,Val_19,0.9938035936652159,0.9938035936652159
Val_6,Val_20,0.9926762731028101,0.9926762731028101
Val_6,Val_5,0.9920813303397646,0.9920813303397646
Val_6,Val_1,0.991847868781551,0.991847868781551
Val_6,Val_4,0.9915368119410289,0.9915368119410289
Val_7,Val_27,0.9994003089488941,0.9994003089488941
Val_7,Val_8,0.9993783960608608,0.9993783960608608
Val_7,Val_28,0.9993001876542515,0.9993001876542515
Val_7,Val_9,0.9981879172495827,0.9981879172495827
Val_7,Val_10,0.997348711210161,0.997348711210161
Val_8,Val_28,0.9997868572738969,0.9997868572738969
Val_8,Val_7,0.9993783960608608,0.9993783960608608
Val_8,Val_27,0.9992773824622375,0.9992773824622375
Val_8,Val_9,0.9983463863018232,0.9983463863018232
Val_8,Val_32,0.997215102867159,0.997215102867159
Val_9,Val_10,0.999127252574237,0.999127252574237
Val_9,Val_27,0.9989592879593593,0.9989592879593593
Val_9,Val_28,0.9985796274401864,0.9985796274401864
Val_9,Val_8,0.9983463863018232,0.9983463863018232
Val_9,Val_7,0.9981879172495827,0.9981879172495827
