TrendDate,speed,load,pressure,temp1,temp2,temp3,temp4
2026-04-28 09:26:00+00,96.40000153,63.40000153,249.6999969,175.1999969,175,175,175.6999969
2026-04-28 09:27:00+00,91.90000153,61.90000153,249.1000061,175,175,175.1000061,175.6999969
2026-04-28 09:28:00+00,94.19999695,61.40000153,248.1000061,175,175,175.1999969,175
2026-04-28 09:29:00+00,91.80000305,61.20000076,247.8000031,175,175.1000061,175.3000031,175
2026-04-28 09:30:00+00,91.80000305,61.5,247.8999939,175.1999969,175.1000061,175.3000031,175
2026-04-28 09:31:00+00,98,63,248.8999939,175.1999969,175.1000061,175.3999939,175
2026-04-28 09:32:00+00,93.5,61.5,250,175,175,175.3999939,175
2026-04-28 09:33:00+00,94.09999847,61.5,249.5,174.8999939,175,175.3000031,175
2026-04-28 09:34:00+00,99.19999695,63.79999924,248.3999939,175,175,175.3000031,174.6999969
2026-04-28 09:35:00+00,93.59999847,61.20000076,247,175,175,175.3000031,174.6999969
2026-04-28 09:36:00+00,94,61.70000076,246.5,175.1999969,174.8999939,175.1999969,174.6999969
2026-04-28 09:37:00+00,91.80000305,60.29999924,248,175.1000061,175,175.1999969,174.6000061
2026-04-28 09:38:00+00,94.40000153,60.5,249.3000031,174.8999939,175,175.1000061,174.6000061
2026-04-28 09:40:00+00,93.30000305,61.5,248.8999939,174.8000031,175,175,174.8000031
2026-04-28 09:41:00+00,92.30000305,60.70000076,247.8000031,174.8999939,174.8000031,175,174.8000031
2026-04-28 09:42:00+00,93.5,60.59999847,246.8999939,175.1000061,174.8999939,175,175
2026-04-28 09:43:00+00,92.69999695,60.29999924,246.1999969,175.1000061,175.1000061,174.8999939,175
2026-04-28 09:44:00+00,95.69999695,60.29999924,247.8000031,174.8999939,175.1999969,174.8999939,174.8999939
2026-04-28 09:45:00+00,93.19999695,61,249.1999969,174.6999969,175.1999969,174.8999939,174.6999969
2026-04-28 09:46:00+00,93.59999847,61.59999847,249.8000031,174.8000031,175,174.8999939,174.8000031
2026-04-28 09:47:00+00,98.40000153,62.90000153,249.1999969,174.8000031,175,174.8999939,174.6000061
2026-04-28 09:48:00+00,93.19999695,60.70000076,247.6999969,174.8999939,174.8999939,174.8999939,175
2026-04-28 09:49:00+00,92.40000153,60.90000153,246.5,175,174.8999939,174.8999939,175
2026-04-28 09:50:00+00,95.09999847,61.79999924,247,175,175,174.8999939,174.8999939
2026-04-28 09:51:00+00,97.19999695,61.29999924,248.1999969,175.1000061,175.1000061,175,174.8000031
2026-04-28 09:52:00+00,97.5,61.29999924,249.6999969,175.1999969,175,175,175
2026-04-28 09:53:00+00,93.09999847,61.20000076,249.8000031,175.1000061,175,175,175.3000031
2026-04-28 09:54:00+00,94.69999695,60.09999847,248.8000031,175.3000031,174.8999939,175,175.3999939
2026-04-28 09:55:00+00,94.5,61.29999924,247.1999969,175.1999969,175,175,175
2026-04-28 09:56:00+00,93.30000305,61.70000076,246.8000031,175.1999969,174.8999939,175,174.5
2026-04-28 09:57:00+00,90.30000305,60,247.8000031,175.1999969,175,175,174.3999939
2026-04-28 09:58:00+00,91.40000153,61.70000076,249.5,175,174.8999939,175,174.6000061
2026-04-28 09:59:00+00,95.90000153,62,250.6000061,174.6999969,174.8999939,175,174.8999939
2026-04-28 10:00:00+00,91.80000305,60,249.5,174.6999969,174.8999939,175,175.1000061
2026-04-28 10:01:00+00,89.80000305,61.09999847,248,174.6999969,175,175,175
2026-04-28 10:02:00+00,91.59999847,60.70000076,247.8999939,174.6999969,175,174.8999939,175.1999969
2026-04-28 10:03:00+00,91.69999695,60.59999847,249.1000061,174.8000031,174.8999939,174.8999939,175.1000061
