TrendDate,speed,load,pressure,temp1,temp2,temp3,temp4
2026-04-28 13:14:00+00,92.69999695,60.79999924,259.1000061,175.1000061,175.1000061,175.1000061,175
2026-04-28 13:15:00+00,96.59999847,63.29999924,257.7999878,175.1000061,175.1000061,175.1000061,175
2026-04-28 13:16:00+00,95.09999847,61.5,257.7000122,175,175,175.1000061,175
2026-04-28 13:17:00+00,93.19999695,61.40000153,258.5,175,175.1000061,175.1000061,175.3000031
2026-04-28 13:18:00+00,97.59999847,63.20000076,259.5,175,175,175.1000061,175.1999969
2026-04-28 13:19:00+00,98.69999695,64.59999847,260.2000122,175,175,175,174.8999939
2026-04-28 13:20:00+00,95.69999695,62,259.6000061,175,175.1000061,175,174.8000031
2026-04-28 13:21:00+00,95.09999847,62.09999847,257.8999939,175.1000061,175.1000061,175,174.8000031
2026-04-28 13:22:00+00,95.09999847,60.90000153,257.6000061,175,175,175,174.8000031
2026-04-28 13:23:00+00,96.30000305,61.20000076,257.7000122,175,175,175,174.6999969
